Title;Authors;DOI;Removed (Title);Removed (Abstract)
Nonparametric label propagation using mutual local similarity in nearest neighbors;D. Giordano and I. Kavasidis and S. Palazzo and C. Spampinato;10.1016/j.cviu.2014.06.005;1;1
Novel interpretable Feature set extraction and classification for accurate atrial fibrillation detection from ECGs;Ruhi Sharmin and Melissa C. Brindise and Jibin Joy Kolliyil and Brett A. Meyers and Jiacheng Zhang and Pavlos P. Vlachos;10.1016/j.compbiomed.2024.108872;1;1
Novel three-phase phase-locked loop design for microgrid inverter based on harmonic detection technology;Wansheng Jia and Xiaoxin Hou and Tianlei Zhang and Yongliang Hao and Ning Zhang;10.1016/j.compeleceng.2025.110642;1;1
NT-FAN: A simple yet effective noise-tolerant few-shot adaptation network;Wenjing Yang and Haoang Chi and Yibing Zhan and Bowen Hu and Xiaoguang Ren and Dapeng Tao and Long Lan;10.1016/j.artint.2025.104363;1;1
Object recognition and localization via pose clustering;George Stockman;10.1016/S0734-189X(87)80147-0;1;1
Objective quantification of the severity of postural tremor based on kinematic parameters: A multi-sensory fusion study;Chenbin Ma and Peng Zhang and Jiachen Wang and Jian Zhang and Longsheng Pan and Xuemei Li and Chunyu Yin and Ailing Li and Rui Zong and Zhengbo Zhang;10.1016/j.cmpb.2022.106741;1;1
Obstacle Detection using Stereo Imaging to Assist the Navigation of Visually Impaired People;Paulo Costa and Hugo Fernandes and Paulo Martins and João Barroso and Leontios J. Hadjileontiadis;10.1016/j.procs.2012.10.010;1;1
On Detecting and Classifying DGA Botnets and their Families;Tong Anh Tuan and Hoang Viet Long and David Taniar;10.1016/j.cose.2021.102549;1;1
On malicious implants in PCBs throughout the supply chain;Jacob Harrison and Navid Asadizanjani and Mark Tehranipoor;10.1016/j.vlsi.2021.03.002;1;1
On semi-supervised multiple representation behavior learning;Ruqian Lu and Shengluan Hou;10.1016/j.jocs.2020.101111;1;1
On the assessment of human-robot collaboration in mechanical product assembly by use of Virtual Reality;Angeliki Dimitrokalli and George-Christopher Vosniakos and Dimitris Nathanael and Elias Matsas;10.1016/j.promfg.2020.10.088;1;1
On the design of man-machine systems Principles, practices and prospects;William B. Rouse and William J. Cody;10.1016/0005-1098(88)90031-3;1;1
On the Design of Man-machine Systems: Principles, Practices, and Prospects;W.B. Rouse and W.J. Cody;10.1016/S1474-6670(17)55160-5;1;1
On the ICN-IoT with federated learning integration of communication: Concepts, security-privacy issues, applications, and future perspectives;Anichur Rahman and Kamrul Hasan and Dipanjali Kundu and Md. Jahidul Islam and Tanoy Debnath and Shahab S. Band and Neeraj Kumar;10.1016/j.future.2022.08.004;1;1
On the lunar missions and post-mission disposal;Ficawoyi Donou-Adonsou and Adrienne Schupp and Patricia Yuhas and Kyle Apple and Jonathan Cuddy and Joshua Loomis and Christine Besenfelder;10.1016/j.spaceh.2025.100030;1;1
On the research of linear programming solving methods for non-hierarchical spare parts supply chain planning;Matheus Cardoso Pires and Enzo Morosini Frazzon;10.1016/j.ifacol.2016.11.167;1;1
On the use of passing network indicators to predict football outcomes;Riccardo Ievoli and Lucio Palazzo and Giancarlo Ragozini;10.1016/j.knosys.2021.106997;1;1
On the use of Pretrained Language Models for Legal Italian Document Classification;Irene Benedetto and Gianpiero Sportelli and Sara Bertoldo and Francesco Tarasconi and Luca Cagliero and Giuseppe Giacalone;10.1016/j.procs.2023.10.215;1;1
One size does not fit all: Rethinking recognition system design for behaviorally heterogeneous online communities;Samadrita Bhattacharyya and Shankhadeep Banerjee and Indranil Bose;10.1016/j.im.2019.103245;1;1
One-step ahead short-term hourly global solar radiation forecasting with a dynamical system based on classification of days;Jing Huang and Chengxu Yuan and John Boland and Su Guo and Weidong Liu;10.1016/j.renene.2024.121639;1;1
Ontology integration: Experience with medical terminologies;Yugyung Lee and Kaustubh Supekar and James Geller;10.1016/j.compbiomed.2005.04.013;1;1
Ontology-based mapping approach for automatic work packaging in modular construction;Xiao Li and Chengke Wu and Fan Xue and Zhile Yang and Jinfeng Lou and Weisheng Lu;10.1016/j.autcon.2021.104083;1;1
Open data sets for assessing photovoltaic system reliability;Xin Chen and Baojie Li and Jennifer L. Braid and Brandon Byford and Dylan J. Colvin and Andrew Glaws and Norman Jost and Benjamin Pierce and Salil Rabade and Martin Springer and Anubhav Jain;10.1016/j.apenergy.2025.126132;1;1
OpenPyStruct: Open-source toolkit for machine learning-driven structural optimization;Danny Smyl and Bozhou Zhuang and Sam Rigby and Edvard Bruun and Brandon Jones and Patrick Kastner and Iris Tien and Adrien Gallet;10.1016/j.engstruct.2025.120869;1;1
Opportunities and Challenges Surrounding the Use of Data From Wearable Sensor Devices in Health Care: Qualitative Interview Study;Ijeoma Azodo and Robin Williams and Aziz Sheikh and Kathrin Cresswell;10.2196/19542;1;1
Optimization of classifier chains via conditional likelihood maximization;Lu Sun and Mineichi Kudo;10.1016/j.patcog.2017.09.034;1;1
Optimizing Türkiye’s natural gas infrastructure using network flow modeling and AI-based Network Flow Optimization System (NFOS);Adil ASSAF and Ramazan YAŞAR and Mükerrem ŞAHIN;10.1016/j.jer.2025.11.001;1;1
Optimizing the strategic and operational levels of demand-driven MRP using a hybrid GA-PSO algorithm;Maryam Younespour and Majid Esmaelian and Kamran Kianfar;10.1016/j.cie.2024.110306;1;1
Orchestration vs. Choreography Functional Association for Future Automation Systems;Andreas Stutz and Alexander Fay and Mike Barth and Mathias Maurmaier;10.1016/j.ifacol.2020.12.1961;1;1
Originality and the future of copyright in an age of generative AI;Mark Fenwick and Paulius Jurcys;10.1016/j.clsr.2023.105892;1;1
Orthogonal Procrustes and Machine Learning: Predicting Bill of Materials errors on time;Simon Schramm and Matthias Pieper and Stefanie Vogl;10.1016/j.cie.2023.109606;1;1
Other PHQ-9 item pairings are better than the PHQ-2: A Machine Learning analysis;Darragh Glavin and Eduardo Maekawa and Eoin Martino Grua and Carina Akemi Nakamura and Marcia Scazufca and Ricardo Araya and Tim J Peters and William Hollingworth and Pepijn {van de Ven;10.1016/j.procs.2022.09.089;1;1
Out-of-order enabled operating system for uncertain planning, scheduling and execution in aviation maintenance;Fan Yang and Cheng Ren and Wei Liu and Mingxing Li and Ming Li;10.1016/j.jmsy.2025.04.011;1;1
Out-of-sample extension of band-limited functions on homogeneous manifolds using diffusion maps;Saman Mousazadeh and Israel Cohen;10.1016/j.sigpro.2014.10.024;1;1
Ownership of personal data in the Internet of Things;Václav Janeček;10.1016/j.clsr.2018.04.007;1;1
Parametric archetype: An incremental learning model based on a similarity measure for building material stock aggregation;Wanyu Pei and Rudi Stouffs;10.1016/j.autcon.2025.106064;1;1
Pavement raveling inspection using a new image texture-based feature set and artificial intelligence;Atousa Nasertork and Sajad Ranjbar and Mohammad Rahai and Fereidoon {Moghadas Nejad;10.1016/j.aei.2024.102665;1;1
PDDS: A software for the early diagnosis of Parkinson’s disease from MRI and DaT scan images using detection and segmentation algorithms;Tewodros Megabiaw Tassew and Nie Xuan and Bosong Chai;10.1016/j.bspc.2023.105140;1;1
Perception-driven procedural texture generation from examples;Jun Liu and Yanhai Gan and Junyu Dong and Lin Qi and Xin Sun and Muwei Jian and Lina Wang and Hui Yu;10.1016/j.neucom.2018.02.061;1;1
Performance estimation of non-hysteretic negative capacitance FinFET based SRAM;Sameer Yadav and P.N. Kondekar and Bhaskar Awadhiya;10.1016/j.mejo.2023.105796;1;1
Performance evaluation of Machine Learning algorithms on System on Chips in Wearables for Healthcare Monitoring;Purab Nandi and K.R. Anupama and Apoorva Bajaj and Saurav Shukla and Tejas Musale and Sparsh Kachadiya;10.1016/j.procs.2023.01.247;1;1
Performance of EEG Motor-Imagery based spatial filtering methods: A BCI study on Stroke patients;Aleksandar Miladinović and Miloš Ajčević and Joanna Jarmolowska and Uros Marusic and Giulia Silveri and Piero Paolo Battaglini and Agostino Accardo;10.1016/j.procs.2020.09.270;1;1
Performance of energy consumption prediction techniques in classrooms of an educational building in a warm tropical climate;Liliana Ortega-Díaz and Carlos A. Fajardo and German Osma-Pinto;10.1016/j.enbuild.2025.115967;1;1
Persian emotion elicitation film set and signal database;Fatemeh Shalchizadeh and Sina Shamekhi and Reza {Naghdi Sadeh;10.1016/j.bspc.2021.103290;1;1
Personal comfort models: Predicting individuals' thermal preference using occupant heating and cooling behavior and machine learning;Joyce Kim and Yuxun Zhou and Stefano Schiavon and Paul Raftery and Gail Brager;10.1016/j.buildenv.2017.12.011;1;1
Personal thermal comfort modeling based on facial expression;Bo Young Kim and Youngjib Ham;10.1016/j.jobe.2023.106956;1;1
Pertinence and utility of artificial intelligence techniques for production management systems;L. Pun;10.1016/0166-3615(90)90116-7;1;1
Physics-based models, surrogate models and experimental assessment of the vehicle–bridge interaction in braking conditions;Angelo Aloisio and Alessandro Contento and Rocco Alaggio and Giuseppe Quaranta;10.1016/j.ymssp.2023.110276;1;1
Physics-informed machine learning model for mode I fatigue delamination growth in composite laminates under different load ratios;Jiexiong Wang and Liaojun Yao and Zixian He and Stepan V. Lomov and Valter Carvelli and Eng Tat Khoo and Sergei B. Sapozhnikov;10.1016/j.compositesb.2025.113074;1;1
Physics-informed spiking neural networks for continuous-time dynamic systems;Qinglai Wei and Qizhi Yang and Liyuan Han and Tielin Zhang;10.1016/j.neucom.2025.132192;1;1
Piloting a connected health model in home health care: The RAHAH experience;Abdulaziz A. Alodhayani and Zakiuddin Ahmed and Marwah Hassounah and Fatima R. Qadri and Abdullah M. Aldahmash;10.1016/j.cmpb.2018.12.009;1;1
Pipe clogging in the fertilizer industry, opportunities and challenges for computer vision;Jovania Dias and Marta Duarte and Victor Coch and Nelson Duarte and Vinicius Oliveira and Paulo Drews and Silva Botelho;10.1016/j.ifacol.2020.12.732;1;1
PixTention: Dynamic pixel-level adapter using attention maps;Dooho Choi and Yunsick Sung;10.1016/j.imavis.2025.105746;1;1
POBA-GA: Perturbation optimized black-box adversarial attacks via genetic algorithm;Jinyin Chen and Mengmeng Su and Shijing Shen and Hui Xiong and Haibin Zheng;10.1016/j.cose.2019.04.014;1;1
POETS: Process-oriented event-driven transaction systems;Fritz Henglein and Ken Friis Larsen and Jakob Grue Simonsen and Christian Stefansen;10.1016/j.jlap.2008.08.007;1;1
Portable electronic nose system for fast gynecological-conditions diagnosis in consulting room: A case study;T.A. Kuchmenko and V.V. Krylov and A.V. Smetankina and E.S. Dorovskaya and D.A. Menzhulina and V.V. Bityukova and R.U. Umarkhanov;10.1016/j.snb.2022.131538;1;1
POSVIA: Inconsistency analyzer for open-source Proof-of-Concept reports;Lingyan Ding and Xingya Wang and Zhenyu Chen and Song Huang;10.1016/j.infsof.2025.107868;1;1
Powerful tools in scaling up the intervention package to control non-communicable diseases in Saudi Arabia: A vision summary;Yves Vimegnon;10.1016/j.cmpb.2018.12.011;1;1
Preciser comparison: Augmented multi-layer dynamic contrastive strategy for text2text question classification;Jiyao Wang and Zijie Chen and Yijia Zhang and Dengbo He and Fangzhen Lin;10.1016/j.neucom.2023.126299;1;1
Predicting apneic events in preterm infants using cardio-respiratory and movement features;Ian Zuzarte and Dagmar Sternad and David Paydarfar;10.1016/j.cmpb.2021.106321;1;1
Predicting blood pressure from face videos using face diagnosis theory and deep neural networks technique;Weiying Xing and Yinni Shi and Chaoyong Wu and Yiqiao Wang and Xu Wang;10.1016/j.compbiomed.2023.107112;1;1
Predicting chattering alarms: A machine Learning approach;Nicola Tamascelli and Nicola Paltrinieri and Valerio Cozzani;10.1016/j.compchemeng.2020.107122;1;1
Predicting future polarization curves from operating data: Machine learning-based investigation of degradation modeling concepts for PEM water electrolysis;Janis Woelke and Alexander Rex and Christoph Eckert and Boris Bensmann and Richard Hanke-Rauschenbach;10.1016/j.egyai.2025.100547;1;1
Predicting overall survivability in comorbidity of cancers: A data mining approach;Hamed Majidi Zolbanin and Dursun Delen and Amir {Hassan Zadeh;10.1016/j.dss.2015.04.003;1;1
Predicting Readmission Charges Billed by Hospitals: Machine Learning Approach;Deepika Gopukumar and Abhijeet Ghoshal and Huimin Zhao;10.2196/37578;1;1
Predicting small molecules solubility on endpoint devices using deep ensemble neural networks;Mayk Caldas Ramos and Andrew D. White;10.1039/d3dd00217a;1;1
Predicting the difference between intent and perception with transformer using athlete self-report measures in sports training;Jeongbin Kim and Sanggi Lee and Sungzoon Cho;10.1016/j.engappai.2025.113316;1;1
Preface;Stefano Berretti and Amit Kumar Singh;10.1016/B978-0-44-313233-9.00006-0;1;1
Pretrained domain-specific language model for natural language processing tasks in the AEC domain;Zhe Zheng and Xin-Zheng Lu and Ke-Yin Chen and Yu-Cheng Zhou and Jia-Rui Lin;10.1016/j.compind.2022.103733;1;1
Preventing waste in food supply networks - a platform architecture for AI-driven forecasting based on heterogeneous big data;Alexandra Birkmaier and Adhurim Imeri and Martin Riester and Gerald Reiner;10.1016/j.procir.2023.09.063;1;1
Price forecasts of ten steel products using Gaussian process regressions;Xiaojie Xu and Yun Zhang;10.1016/j.engappai.2023.106870;1;1
Privacy protection in steel supply chain via blockchain and attribute-based proxy re-encryption;Jie Gao and Xiaohong Zhang and Shaojiang Zhong;10.1016/j.array.2025.100514;1;1
Probabilistic indirect models for undrained shear strength: addressing significant data missing and variability with advanced imputation and machine learning techniques;Haibin Xiong and Shaoheng Dai and Peng Lan and Xuzhen He and Chenxi Tong and Sheng Zhang and Daichao Sheng;10.1016/j.compgeo.2025.107488;1;1
Problem-dependent attention and effort in neural networks with applications to image resolution and model selection;Chris Rohlfs;10.1016/j.imavis.2023.104696;1;1
Process for joint scheduling based on health assessment of technical resources;G. Bencheikh and A. Letouzey and X. Desforges;10.1016/j.ifacol.2018.09.577;1;1
Process mining beyond workflows;Wil M.P. {van der Aalst;10.1016/j.compind.2024.104126;1;1
Production planning and control in textile industry: A case study;Nikos I. Karacapilidis and Costas P. Pappis;10.1016/0166-3615(96)00038-3;1;1
Progressive label enhancement;Zhiqiang Kou and Jing Wang and Yuheng Jia and Xin Geng;10.1016/j.patcog.2024.111172;1;1
